true angle		time [ms]	gyro	accelerometer	filtr komplementarny (żyroskop + akcelerometr)	filtr kroczący, średnia z 5 ostatnich pomiarów (akcelerometr)	filtr kroczący, średnia z 10 ostatnich pomiarów (akcelerometr)
-63,01726277		29050	-353,5172628	-58,91515479			
-66,14996562		29100	-357,1499656	-70,13531139			
-69,11732801		29150	-360,617328	-56,44944061			
-71,91193308		29200	-363,9119331	-66,60250006			
-74,52679576		29250	-367,0267958	-72,64370588			
-76,95538027		29300	-369,9553803	-67,0570964			
-79,1916164		29350	-372,6916164	-83,62897934			
-81,22991474		29400	-375,2299147	-89,92890398			
-83,06518059		29450	-377,5651806	-93,62026148			
-84,69282675		29500	-379,6928268	-83,9087547			
-86,10878495		29550	-381,608785	-85,65021481			
-87,30951603		29600	-383,309516	-87,85153079			
-88,2920188		29650	-384,7920188	-100,650288			
-89,05383749		29700	-386,0538375	-105,9829529			
-89,59306797		29750	-387,093068	-81,70027979			
-89,90836245		29800	-387,9083624	-92,20337744			
-89,99893283		29850	-388,4989328	-93,90626839			
-89,86455276		29900	-388,8645528	-78,75344476			
-89,5055581		29950	-389,0055581	-76,50211086			
-88,92284617		30000	-388,9228462	-89,19223326			
-88,11787343		30050	-388,6178734	-88,11784423			
-87,09265189		30100	-388,0926519	-80,42817318			
-85,84974408		30150	-387,3497441	-90,69274525			
-84,39225663		30200	-386,3922566	-80,34297684			
-82,72383248		30250	-385,2238325	-81,75452753			
-80,84864183		30300	-383,8486418	-86,6813505			
-78,77137168		30350	-382,2713717	-68,25420066			
-76,49721413		30400	-380,4972141	-78,93873919			
-74,03185338		30450	-378,5318534	-85,00702456			
-71,38145155		30500	-376,3814516	-73,41984458			
-68,55263327		30550	-374,0526333	-84,46493011			
-65,5524691		30600	-371,5524691	-70,201271			
-62,38845791		30650	-368,8884579	-64,60189883			
-59,06850806		30700	-366,0685081	-60,40908325			
-55,6009177		30750	-363,1009177	-49,08654918			
-51,994354		30800	-359,994354	-52,10613091			
-48,2578315		30850	-356,7578315	-37,87361572			
-44,40068955		30900	-353,4006895	-41,66276587			
-40,432569		30950	-349,932569	-46,89128375			
-36,36338808		31000	-346,3633881	-49,1629343			
-32,20331763		31050	-342,7033176	-28,94743261			
-27,96275566		31100	-338,9627557	-28,29005852			
-23,65230136		31150	-335,1523014	-13,4460674			
-19,28272863		31200	-331,2827286	-22,3803873			
-14,86495911		31250	-327,3649591	-18,61806525			
-10,41003494		31300	-323,4100349	-13,44130565			
-5,929091109		31350	-319,4290911	-8,643124934			
-1,433327634		31400	-315,4333276	-11,03471787			
3,066018414		31450	-311,4339816	-10,60877232			
7,557701012		31500	-307,442299	8,26928348			
12,03049329		31550	-303,4695067	5,932755585			
16,47321561		31600	-299,5267844	14,89667059			
20,87476346		31650	-295,6252365	14,38041955			
25,22413528		31700	-291,7758647	18,3699395			
29,51045989		31750	-287,9895401	28,27279463			
33,72302373		31800	-284,2769763	40,53196027			
37,85129757		31850	-280,6487024	36,84383806			
41,88496287		31900	-277,1150371	43,35437074			
45,81393758		31950	-273,6860624	50,07292633			
49,62840131		32000	-270,3715987	36,65599344			
53,31881988		32050	-267,1811801	71,01710257			
56,87596917		32100	-264,1240308	67,71069256			
60,29095816		32150	-261,2090418	57,11690836			
63,55525115		32200	-258,4447489	62,42116373			
66,66068911		32250	-255,8393109	67,23855815			
69,59951006		32300	-253,4004899	68,96985462			
72,36436849		32350	-251,1356315	80,07595497			
74,94835368		32400	-249,0516463	74,54919778			
77,34500702		32450	-247,154993	71,96914891			
79,54833812		32500	-245,4516619	63,62002064			
81,5528398		32550	-243,9471602	92,95584077			
83,35350186		32600	-242,6464981	79,31190226			
84,94582357		32650	-241,5541764	95,92983242			
86,32582497		32700	-240,674175	83,56753337			
87,49005675		32750	-240,0099432	73,60524881			
88,43560896		32800	-239,564391	93,16392912			
89,16011821		32850	-239,3398818	94,66474337			
89,66177359		32900	-239,3382264	78,96022336			
89,93932123		32950	-239,5606788	88,24547252			
89,99206741		33000	-240,0079326	86,00598486			
89,81988029		33050	-240,6801197	84,3654463			
89,42319024		33100	-241,5768098	75,76651264			
88,80298879		33150	-242,6970112	94,34480307			
87,96082612		33200	-244,0391739	90,86082864			
86,89880718		33250	-245,6011928	91,3109234			
85,61958649		33300	-247,3804135	76,1765033			
84,12636142		33350	-249,3736386	83,24540271			
82,42286426		33400	-251,5771357	96,36670366			
80,51335286		33450	-253,9866471	59,93254644			
78,40260002		33500	-256,5974	84,14899844			
76,0958815		33550	-259,4041185	60,75203951			
73,59896291		33600	-262,4010371	85,61949547			
70,91808524		33650	-265,5819148	71,69280565			
68,05994929		33700	-268,9400507	78,05508622			
65,03169891		33750	-272,4683011	74,68095033			
61,84090316		33800	-276,1590968	58,19374882			
58,49553735		33850	-280,0044626	57,30235182			
55,00396316		33900	-283,9960368	54,24462303			
51,37490771		33950	-288,1250923	42,01809625			
47,61744175		34000	-292,3825582	34,77096387			
43,74095698		34050	-296,759043	43,85050574			
39,7551426		34100	-301,2448574	40,50201103			
35,66996107		34150	-305,8300389	42,62869556			
31,49562321		34200	-310,5043768	30,03753723			
27,24256269		34250	-315,2574373	25,4624938			
22,92140996		34300	-320,07859	20,70364897			
18,54296563		34350	-324,9570344	16,8766635			
14,11817355		34400	-329,8818264	18,54214627			
9,658093394		34450	-334,8419066	10,2381132			
5,173873029		34500	-339,826127	-15,60007525			
0,6767206771		34550	-344,8232793	-14,57299944			
-3,822123125		34600	-349,8221231	-7,775748063			
-8,311413609		34650	-354,8114136	-9,481472207			
-12,77992989		34700	-359,7799299	-2,56529336			
-17,216503		34750	-364,716503	-19,55864319			
-21,61004382		34800	-369,6100438	-29,07074372			
-25,94957078		34850	-374,4495708	-5,720265247			
-30,22423733		34900	-379,2242373	-32,47989229			
-34,42335903		34950	-383,923359	-31,69931665			
-38,53644025		35000	-388,5364403	-38,5406591			
-42,55320045		35050	-393,0532005	-33,41829771			
